error_config;lie;p;s;written_to;total_lde_attempts;avg_lde_attempts;total_duration;avg_duration;ghz_fidelity;protocol_name;qubit_order;pg;pm;pm_1;pn;decoherence;p_bell_success;pulse_duration;network_noise_type;no_single_qubit_error;basis_transformation_noise;cut_off_time;probabilistic;fixed_lde_attempts
IIII;True;0.06166975706261986;0.06166975706261986;1.0;22.0;22.0;33.0;33.0;0.953817970703575;expedient;[18, 16, 14, 12];0.006;0.006;None;0.1;False;1.0;0.0;0.0;True;False;inf;False;1.0
IIII;False;0.9117332641182799;0.9117332641182799;;;;;;;;;;;;;;;;;;;;;
IIIX;True;0.003135764016662563;0.006740514976291877;;;;;;;;;;;;;;;;;;;;;
IIIX;False;0.003135764016662563;0.006809365061662857;;;;;;;;;;;;;;;;;;;;;
IIIY;True;0.003135764016662563;0.003135764016662563;;;;;;;;;;;;;;;;;;;;;
IIIY;False;0.003135764016662563;0.003135764016662563;;;;;;;;;;;;;;;;;;;;;
IIIZ;True;0.006740514976291877;0.003135764016662563;;;;;;;;;;;;;;;;;;;;;
IIIZ;False;0.006809365061662857;0.003135764016662563;;;;;;;;;;;;;;;;;;;;;
IIXX;True;7.576971294115192e-06;0.00012686741692690036;;;;;;;;;;;;;;;;;;;;;
IIXX;False;7.576971294115192e-06;0.0001815403970761749;;;;;;;;;;;;;;;;;;;;;
IIXY;True;1.5153942588230384e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIXY;False;1.5153942588230384e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIXZ;True;3.361418247983721e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIXZ;False;3.361418247983721e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIYX;True;0.0;3.361418247983721e-05;;;;;;;;;;;;;;;;;;;;;
IIYX;False;0.0;3.361418247983721e-05;;;;;;;;;;;;;;;;;;;;;
IIYY;True;7.576971294115192e-06;7.576971294115192e-06;;;;;;;;;;;;;;;;;;;;;
IIYY;False;7.576971294115192e-06;7.576971294115192e-06;;;;;;;;;;;;;;;;;;;;;
IIYZ;True;3.361418247983721e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIYZ;False;3.361418247983721e-05;0.0;;;;;;;;;;;;;;;;;;;;;
IIZX;True;0.0;3.361418247983721e-05;;;;;;;;;;;;;;;;;;;;;
IIZX;False;0.0;3.361418247983721e-05;;;;;;;;;;;;;;;;;;;;;
IIZY;True;0.0;1.5153942588230384e-05;;;;;;;;;;;;;;;;;;;;;
IIZY;False;0.0;1.5153942588230384e-05;;;;;;;;;;;;;;;;;;;;;
IIZZ;True;0.00012686741692690036;7.576971294115192e-06;;;;;;;;;;;;;;;;;;;;;
IIZZ;False;0.0001815403970761749;7.576971294115192e-06;;;;;;;;;;;;;;;;;;;;;
